id_attack	name	type_1	type_2	type_3	type_4	type_5	value	text
4810	Hyper Splash	6	6	10			50+	If the Defending Pokémon is a Stage 2 Evolved Pokémon, this attack does 50 damage plus 40 more damage.
4811	Hyper Tail	10	10	10			60+	If the Defending Pokémon has any Poké-Powers or Poké-Bodies, this attack does 60 damage plus 20 more damage.
4812	Hyper Tail	1	10	10			50+	If the Defending Pokémon has any Poké-Powers or Poké-Bodies, this attack does 50 damage plus 20 more damage.
4813	Hyper Voice	10	10	10			30	
4814	Hyper Voice	10	10	10			50	
4815	Hyper Voice	10	10	10	10		60	
4816	Hyper Voice	10	10	10	10		70	
4817	Hyper Voice	10	10	10	10		90	
4818	Hyper Voice	6	10	10			50	
4819	Hyper Voice	6	10	10			70	
4820	Hyper Voice	6	6	10			70	
4821	Hyper Voice	10	10	10			80	
4822	Hyper Whirlpool	10	10				20	Flip a coin until you get tails. For each heads, discard an Energy card attached to the Defending Pokémon.
4823	Hyper Whirlpool	6	10	10			60	Flip a coin until you get tails. For each heads, discard an Energy attached to your opponent's Active Pokémon.
4824	Hyper Whirlpool	6	10	10			60	Flip a coin until you get tails. For each heads, discard an Energy card attached to the Defending Pokémon.
4825	Hyper Whirlpool	6	6	6	10		80	Flip a coin until you get tails. For each heads, your opponent discards an Energy card attached to the Defending Pokémon.
4826	Hyper Whirlpool	6	10	10			60	Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.
4827	Hyperspace Fury	5	5	5				Discard 2 Energy attached to this Pokémon. This attack does 100 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4828	Hyperspace Punch	10						This attack does 20 damage to 2 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4829	Hyperspace Ring	5						Search your deck for up to 2 Item cards, reveal them, and put them into your hand. Then, shuffle your deck.
4830	Hypno Hammer	6	10	10	10		80	Your opponent's Active Pokémon is now Asleep.
4831	Hypno Hammer	3	10	10	10		80	Your opponent's Active Pokémon is now Asleep.
4832	Hypno Headbutt	10	10	10			60+	You may do 30 more damage. If you do, this Pokémon is now Asleep.
4833	Hypno Roll	10	10	10			100	This attack can be used if this Pokémon is Asleep. If it is not Asleep, this attack does nothing.
4834	Hypno Shower	6	6	10			30	The Defending Pokémon is now Asleep. Remove 1 damage counter from each Benched Pokémon (yours and your opponent's) with any damage counters on it.
4835	Hypno Splash	6	10				20	The Defending Pokémon is now Asleep.
4836	Hypno Splash	6	6	10			40	The Defending Pokémon is now Asleep.
4837	Hypno Splash	6	6	10	10		50	The Defending Pokémon is now Asleep.
4838	Hypno Splash	6	10	10			80	Your opponent's Active Pokémon is now Asleep.
4839	Hypno Splash	6	10	10	10		150	Your opponent's Active Pokémon is now Asleep.
4840	Hypno Wave	6	10	10			30	Flip a coin, if heads, this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage and the Defending Pokémon is now Asleep.
4841	Hypno Wave	6	10	10			30+	Flip a coin. If heads, this attack does 30 damage plus 20 more damage. If tails, this attack does 30 damage and the Defending Pokémon is now Asleep.
4842	Hypnoblast	10					10	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4843	Hypnoblast	10					10	The Defending Pokémon is now Asleep.
4844	Hypnoblast	10					20	The Defending Pokémon is now Asleep.
4845	Hypnoblast	10	10				20	The Defending Pokémon is now Asleep.
4846	Hypnoblast	10	10	10			60	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4847	Hypnoblast	7					20	Your opponent's Active Pokémon is now Asleep.
4848	Hypnoblast	5					10	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4849	Hypnoblast	5					10	The Defending Pokémon is now Asleep.
4850	Hypnoblast	5	10				20	The Defending Pokémon is now Asleep.
4851	Hypnoblast	5	10	10			40	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4852	Hypnoblast	5	5				20	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4853	Hypnoblast	5	5	10			60	The Defending Pokémon is now Asleep.
4854	Hypnoblast	5	5	5			60	Your opponent's Active Pokémon is now Asleep.
4855	Hypnoblast	6					20	The Defending Pokémon is now Asleep.
4856	Hypnoblast	5	10	10			70	Your opponent's Active Pokémon is now Asleep.
4857	Hypnoblast	7	10				30	Your opponent's Active Pokémon is now Asleep.
4858	Hypnoblast	10					30	Your opponent's Active Pokémon is now Asleep.
4859	Hypnoblast	10	10				30	Your opponent's Active Pokémon is now Asleep.
4860	Hypnoblast	10					10	Your opponent's Active Pokémon is now Asleep.
4861	Hypnoblast	5	5	10			90	Your opponent's Active Pokémon is now Asleep.
4862	Hypnosis	10						Flip a coin. If heads, the Defending Pokémon is now Asleep.
4863	Hypnosis	10						The Defending Pokémon is now Asleep.
4864	Hypnosis	5						The Defending Pokémon is now Asleep.
4865	Hypnosis	5					10	The Defending Pokémon is now Asleep.
4866	Hypnosis	6						The Defending Pokémon is now Asleep.
4867	Hypnosis	5						Your opponent's Active Pokémon is now Asleep.
4868	Hypnosis	10						Your opponent's Active Pokémon is now Asleep.
4869	Hypnosis	8						Your opponent's Active Pokémon is now Asleep.
4870	Hypnostrike	8	10	10			60	Both this Pokémon and the Defending Pokémon are now Asleep.
4871	Hypnotic Gaze	10						The Defending Pokémon is now Asleep.
4872	Hypnotic Gaze	2						The Defending Pokémon is now Asleep.
4873	Hypnotic Gaze							The Defending Pokémon is now Asleep.
4874	Hypnotic Gaze	5						The Defending Pokémon is now Asleep.
4875	Hypnotic Gaze	3						The Defending Pokémon is now Asleep.
4876	Hypnotic Ray	10	10				20	The Defending Pokémon is now Asleep.
4877	Hypnotic Ray	5					10	The Defending Pokémon is now Asleep.
4878	Hypnotic Ray	5					20	The Defending Pokémon is now Asleep.
4879	Hypnotic Ray	5	10				20	The Defending Pokémon is now Asleep.
4880	Hypnotic Reign	7						Your opponent reveals their hand. You may discard a Pokémon you find there and use one of that Pokémon's non-GX attacks as this attack.
4881	Hypnotic Stare	6						Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.
4882	Hyrdocutter	10					40×	Flip a number of coins equal to the amount of Energy attached to Kabutops ex. This attack does 40 damage times the number of heads. You can't flip more than 3 coins in this way.
4883	Ice Age	6	10	10			80	If your opponent's Active Pokémon is a Dragon Pokémon, it is now Paralyzed.
4884	Ice Ball	10	10				20	
4885	Ice Ball	6					20	
4886	Ice Ball	6	10				20	
4887	Ice Ball	6	10				30	
4888	Ice Ball	6	6				20	
4889	Ice Ball	6	6	10			60	
4890	Ice Ball	6	10	10			30	
4891	Ice Ball	6	10	10	10		90	
4892	Ice Barrier	6					10	Prevent all effects of an attack, including damage, done to Regice Star by your opponent's Pokémon-ex during your opponent's next turn.
4893	Ice Barrier	6	10				30	Prevent all effects of an attack, including damage, done to Latios ex by your opponent's Pokémon-ex during your opponent's next turn.
4894	Ice Beam	10	10				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4895	Ice Beam	6					10	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4896	Ice Beam	6	10				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4897	Ice Beam	6	10				30	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
4898	Ice Beam	6	10	10			30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4899	Ice Beam	6	10	10			50	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4900	Ice Beam	6	6	10	10		30	Flip a coin. If heads the Defending Pokémon is now Paralyzed.
4901	Ice Beam	6	6	10	10		30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4902	Ice Beam	6	6	10	10		50	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4903	Ice Beam	6	6	6			30	Flip a coin. If heads the Defending Pokémon is now Paralyzed.
4904	Ice Beam	6	10				50	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
4905	Ice Beam	6	6				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4906	Ice Beam	6	6	6			30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4907	Ice Beam-GX	6	6	10			100	Your opponent's Active Pokémon is now Paralyzed. (You can't use more than 1 GX attack in a game.)
4908	Ice Bind	6	10	10			50	If your opponent doesn't discard a card from his or her hand, the Defending Pokémon is now Paralyzed.
4909	Ice Bind	6	6	10			70	If your opponent doesn't discard a card from his or her hand, the Defending Pokémon is now Paralyzed.
4910	Ice Blade	6	10					Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4911	Ice Blade	6	10					Choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4912	Ice Blade	6	6					Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4913	Ice Blade	10	10					This attack does 50 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4914	Ice Block	6						Heal 30 damage from this Pokémon.
4915	Ice Breath	10						Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4916	Ice Breath	6						Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
4917	Ice Burn	2	2	6	10		150	Discard 2 Fire Energy attached to this Pokémon. The Defending Pokémon is now Burned.
4918	Ice Chain	6						Switch the Defending Pokémon with 1 of your opponent's Benched Pokémon.
4919	Ice Edge	6					10+	Flip a coin. If heads, this attack does 30 more damage.
4920	Ice Edge	6	10				20+	Flip a coin. If heads, this attack does 20 more damage.
4921	Ice Edge	6	10	10			60+	Flip a coin. If heads, this attack does 30 more damage.
4922	Ice Entomb	6	6	10	10		60	The Defending Pokémon is now Paralyzed. This Pokémon can't use Ice Entomb during your next turn.
4923	Ice Fang	6	10	10			40	Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.
4924	Ice Fang	6					30	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed, and discard an Energy from that Pokémon.
4925	Ice Generator	10						Discard all of your opponent’s Trainer cards in play. If you do, prevent all effects, including damage, done to the Pokémon using this attack during your opponent’s next turn.
4926	Ice Hammer	6	6	6	10		140	
4927	Ice Over	6					10	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
4928	Ice Path-GX	10	10					Move all damage counters from this Pokémon to your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)
4929	Ice Pillar	6	6	6			40	Until the end of your opponent's next turn, as long as Light Dewgong is your Active Pokémon, prevent all damage done by attacks to your Benched Pokémon. (Any other effects of attacks still happen.)
4930	Ice Punch	6	10				10	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
4931	Ice Punch	6	10				30	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
4932	Ice Reflect	6	6	10			50	If Regice was damaged by an attack during your opponent's last turn, the Defending Pokémon is now Paralyzed.
4933	Ice Rider	6	6					Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4934	Ice Shard	6	10				30	If the Defending Pokémon is a Fighting Pokémon, this attack's base damage is 80 instead of 30.
4935	Ice Shard	6	10				30+	If the Defending Pokémon is a Fighting Pokémon, this attack does 40 more damage.
4936	Ice Shard	6					30+	If your opponent's Active Pokémon is a Fighting Pokémon, this attack does 30 more damage.
4937	Ice Shard	6	10				20+	If your opponent's Active Pokémon is a Fighting Pokémon, this attack does 40 more damage.
4938	Ice Shard	3	10				20+	If your opponent's Active Pokémon is a Fighting Pokémon, this attack does 40 more damage.
4939	Ice Shot	6	10				30	Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4940	Ice Throw	6	6					If the Defending Pokémon is , this attack's base damage is doubled.
4941	Ice Wing	6	10	10	10		80	
4942	Ice Wing	6	6	10			50	
4943	Ice Wing	6	6	10			130	
4944	Iceberg Crush	6	6	10			40	If Regirock ex is in play, flip a coin. If heads, discard 1 Energy card attached to the Defending Pokémon.
4945	Icicle	6					20	
4946	Icicle	6	10				30	
4947	Icicle Barb	6					10+	Flip a coin. If heads, this attack does 10 more damage.
4948	Icicle Crash	6	6	10	10		80	This attack's damage isn't affected by Resistance.
4949	Icicle Punch	6	6				30	
4950	Icy Breath	6	10				40	The Defending Pokémon is now Asleep. Put 1 damage counter on each of your opponent's Benched Pokémon.
4951	Icy Kiss	6	10				30	If Jynx was damaged by an attack during your opponent's last turn, the Defending Pokémon is now Paralyzed.
4952	Icy Snow	6					20	
4953	Icy Snow	6	10				20	
4954	Icy Snow	10					10	
4955	Icy Snow	6					10	
4956	Icy Snow	10	10				20	
4957	Icy Snow	6	6				30	
4958	Icy Snow	10	10				30	
4959	Icy Wind	10						Your opponent's Active Pokémon is now Asleep.
4960	Icy Wind	10					10	The Defending Pokémon is now Asleep.
4961	Icy Wind	6						The Defending Pokémon is now Asleep.
4962	Icy Wind	6					30	The Defending Pokémon is now Asleep.
4963	Icy Wind	6	10				20	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4964	Icy Wind	6	10				30	The Defending Pokémon is now Asleep.
4965	Icy Wind	6	10	10			40	The Defending Pokémon is now Asleep.
4966	Icy Wind	6	10	10			50	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4967	Icy Wind	6	10	10			60	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4968	Icy Wind	6	10	10			60	The Defending Pokémon is now Asleep.
4969	Icy Wind	6	10	10	10		60	The Defending Pokémon is now Asleep.
4970	Icy Wind	6	10	10	10		70	Your opponent's Active Pokémon is now Asleep.
4971	Icy Wind	6	6				30	Your opponent's Active Pokémon is now Asleep.
4972	Icy Wind	6	6	10			40	Flip a coin. If heads, the Defending Pokémon is now Asleep.
4973	Icy Wind	10					10	Your opponent's Active Pokémon is now Asleep.
4974	Icy Wind	6	10	10			60	Your opponent's Active Pokémon is now Asleep.
4975	Icy Wind	6					40	Your opponent's Active Pokémon is now Asleep.
4976	Identify	10	10				20+	Your opponent reveals their hand. If you find a Pokémon there, this attack does 80 more damage.
4977	Igloo Hold	10	10				20+	This attack does 20 more damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
4978	Ignite	10					10	If Full Flame is in play, the Defending Pokémon is now Burned.
4979	Illumisile	3						If you don't have Illumise in play, this attack does nothing. Choose 1 of your opponent's Benched Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4980	Imitate	10						Draw cards until you have the same number of cards in your hand as your opponent.
4981	Imittack	10						Choose 1 of the Defending Pokémon's attacks. If this Pokémon has the necessary Energy to use that attack, use it as this attack.
4982	Impact Bolt	4	4				150	Discard all Lightning Energy from this Pokémon.
4983	Impersonate							Search your deck for a Supporter card and discard it. Shuffle your deck afterward. Then, use the effect of that card as the effect of this attack.
4984	Impersonation	10						Discard a Supporter card from your hand. If you do, use the effect of that card as the effect of this attack.
4985	Important Errands	10						Search your deck for a React Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
4986	Impound	10						The Defending Pokémon can't retreat during your opponent's next turn.
4987	Impound	3	10				30	The Defending Pokémon can't retreat during your opponent's next turn.
4988	Improvisational Performance	3					30+	If you have exactly 1 card in your hand, this attack does 100 more damage. If you have exactly 3 cards in your hand, your opponent's Active Pokémon is now Confused. If you have exactly 6 cards in your hand, this attack does 30 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
4989	Incessant Peck	10	10				20+	Flip a coin until you get tails. This attack does 20 damage plus 20 more damage for each heads.
4990	Incessant Peck	6	6	10			60+	Flip a coin until you get tails. This attack does 20 more damage for each heads.
4991	Incinerate	2						Show the top card of your opponent's deck to all players. If it's a Trainer card, discard it.
4992	Incinerate	2	10				30	Before doing damage, discard a Pokémon Tool card attached to the Defending Pokémon.
4993	Incinerate	2	2	10			90	Before doing damage, discard all Pokémon Tool cards attached to your opponent's Active Pokémon.
4994	Incite							Search your discard pile for up to 2 Supporter cards, show them to your opponent, and put them into your hand.
4995	Incredible Snore	10	10	10	10		100	
4996	Indomitable Blaze	2	10	10			60+	If your opponent's Active Pokémon is a Pokémon-EX, this attack does 60 more damage.
4997	Inferno	2	10				80	Discard all Energy attached to this Pokémon. The Defending Pokémon is now Burned.
4998	Inferno Fang	2	2				80+	You may discard all Fire Energy attached to this Pokémon. If you do, this attack does 80 more damage.
4999	Inferno Onrush	2	2	10	10		120	Arcanine does 40 damage to itself.
5000	Inferno Onrush	2	2	2	10		110	This Pokémon does 30 damage to itself.
5001	Inferno Spear	2	2	4	4		100	Discard a Fire Energy and a Lightning Energy attached to Rayquaza.
5002	Infiltrate	10						Your opponent reveals his or her hand.
5003	Infinite Force	9					30×	This attack does 30 damage times the amount of Energy attached to both Active Pokémon.
5004	Infinity	2	2				20×	This attack does 20 damage for each basic Energy card in your discard pile. Then, shuffle those cards into your deck.
5005	Inflame	2	10				30	Discard a Fire Energy card from your hand. (If you can't discard a card from your hand, this attack does nothing.)
5006	Influence	10						Search your deck for Omanyte, Kabuto, Aerodactyl, Lileep, or Anorith and put up to 2 of them onto your Bench. Shuffle your deck afterward. Treat the new Benched Pokémon as Basic Pokémon.
5007	Influence	6						Search your deck for Omanyte, Kabuto, Aerodactyl, Lileep, or Anorith and put up to 2 of them onto your Bench. Shuffle your deck afterward. Treat the new Benched Pokémon as Basic Pokémon.
5008	Ingrain	10						Flip a coin. If tails, this attack does nothing. If heads, search your deck for a Grass Energy card and attach it to Tangela. Shuffle your deck afterward. If you do, prevent all effects of an attack, including damage, done to Tangela during your opponent's next turn.
5009	Injection GX	4						Add a card from your opponent's discard pile to their Prize cards face down. (You can't use more than 1 GX attack in a game.)
5010	Injection-GX	4						Add a card from your opponent's discard pile to their Prize cards face down. (You can't use more than 1 GX attack in a game.)
5011	Ink Blast	10	10				30+	Does 30 damage plus 10 more damage for each Energy attached to Dark Octillery but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.
5012	Ink Blast	6					20+	This attack does 20 damage plus 10 more damage for each Energy attached to Dark Octillery but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.
5013	Ink Bomb	6	10	10			50	If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.
5014	Ink Spit	7					10	If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.
5015	Ink Spit	10						If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.
5016	Ink Spurt	6	6				20	Flip a coin. If heads, whenever the Defending Pokémon tries to attack, your opponent flips a coin. If tails, that attack does nothing. (This effect lasts until the Defending Pokémon evolves or is Benched.)
5017	Inquire							Draw a card. If you didn't play any Supporter card from your hand during this turn, draw 2 more cards.
5018	Instant Freeze	6	10	10			50+	If you have the same number of cards in your hand as your opponent, this attack does 100 more damage.
5019	Instigate	7						Your opponent shuffles their hand and puts it on the bottom of their deck. If they put any cards on the bottom of their deck in this way, they draw 3 cards.
5020	Intelligence Gathering	10					10	You may draw cards until you have 6 cards in your hand.
5021	Intense Glare	10						Switch 1 of your opponent's Benched Pokémon with 1 of the Defending Pokémon. Your opponent chooses the Defending Pokémon to switch. The new Defending Pokémon is now Burned and Confused.
5022	Intensifying Burn	10					10+	If your opponent's Active Pokémon is a Pokémon-EX, this attack does 50 more damage.
5023	Intensifying Burn	2	10	10			50+	If the Defending Pokémon is a Pokémon-EX, this attack does 50 more damage.
5024	Intensifying Burn	10	10	10			60+	If your opponent's Active Pokémon is a Pokémon-EX, this attack does 60 more damage.
5025	Intentional Grounding	1	1				90	Discard a Pokémon Tool card from your hand. If you don't, this attack does nothing.
5026	Intercept-GX	5	10	10			60×	This attack does 60 damage times the amount of Energy attached to your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)
5027	Interrupt	10	10				20	Flip a coin. If heads, look at your opponent's hand and choose 1 card, then have your opponent shuffle that card into his or her deck.
5028	Intimidate	3						If the Defending Pokémon's maximum HP is 50 or less, it can't attack Giovanni's Nidoking during your opponent's next turn. (Benching or evolving either Pokémon ends this effect.)
5029	Intimidation Pebble	6	6	10			50	Flip a coin. If heads, your opponent can't play any Trainer cards or Supporter cards from his or her hand during your opponent's next turn.
5030	Invigorate	5						Choose 1 Basic Pokémon in any player's discard pile. Put it onto that player's Bench. Put a number of damage counters on that Pokémon equal to half its HP (rounded down to the nearest 10). (You can't put a Pokémon on a Bench that's full.)
5031	Invisible Hand	10						If any of your opponent's Active Pokémon are Evolved Pokémon, search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.
5032	Invite and Strike	10						Switch the Defending Pokémon with 1 of your opponent's Benched Pokémon. This attack does 20 damage to the new Defending Pokémon.
5033	Invite Out	10						Flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.
5034	Inviting Bell							Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
5035	Inviting Poison	3						Switch 1 of your opponent's Benched Pokémon with their Active Pokémon. The new Active Pokémon is now Poisoned.
5036	Inviting Scent	10						Switch the Defending Pokémon with 1 of your opponent's Benched Pokémon.
5037	Inviting Trap	10						Switch the Defending Pokémon with 1 of your opponent's Benched Pokémon.
5038	Ion Blast	4	10				40+	You may do 40 damage plus 60 more damage. If you do, Electrode does 100 damage to itself.
5039	Ion Pool	10						Discard any Stadium card in play.
5040	Iron Breaker	8	8	10			80	The Defending Pokémon can't attack during your opponent's next turn.
5041	Iron Cannon	8	8	10	10		80+	You may discard all Metal Energy attached to this Pokémon. If you do, this attack does 80 more damage.
5042	Iron Crash	10	10				20+	This attack does 20 more damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
5043	Iron Crusher	8	8				120	You may discard a Special Energy attached to your opponent's Active Pokémon or a Stadium card in play.
5044	Iron Defense	10						Flip a coin. If heads, prevent all effects of an attack, including damage, done to Burmy Sandy Cloak during your opponent's next turn.
5045	Iron Defense	10						Flip a coin. If heads, prevent all effects of an attack, including damage, done to Clamperl during your opponent's next turn.
5046	Iron Defense	10						Flip a coin. If heads, prevent all effects of an attack, including damage, done to Lairon during your opponent's next turn.
5047	Iron Defense	10						Flip a coin. If heads, prevent all effects of attacks, including damage, done to Bronzor during your opponent's next turn.
5048	Iron Defense	10	10					Flip a coin. If heads, prevent all damage done to this Pokémon by attacks during your opponent's next turn.
5049	Iron Defense	8						Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.
5050	Iron Defense	8	8	10			30	Flip a coin. If heads, prevent all effects of an attack, including damage, done to Bastiodon during your opponent's next turn.
5051	Iron Defense	10						Flip a coin. If heads, prevent all damage done to this Pokémon by attacks during your opponent's next turn.
5052	Iron Fist	1	1	10	10		50+	Count the number of Pokémon you have in play with damage counters on them. Flip a coin. If heads, this attack does 50 damage plus 10 more damage for each of those Pokémon.
5053	Iron Fist of Justice	10	10				60	If you have any Team Plasma Pokémon in play, this attack does nothing.
5054	Iron Hand	8	8	10			90	If Regice is on your Bench, heal 30 damage from this Pokémon.
5055	Iron Head	10					10×	Flip a coin until you get tails. This attack does 10 damage times the number of heads.
5056	Iron Head	10	10	10			30×	Flip a coin until you get tails. This attack does 30 damage times the number of heads.
5057	Iron Head	8					10×	Flip a coin until you get tails. This attack does 10 damage times the number of heads.
5058	Iron Head	8	10				30×	Flip a coin until you get tails. This attack does 30 damage times the number of heads.
5059	Iron Head	8	10	10			50×	Flip a coin until you get tails. This attack does 50 damage times the number of heads.
5060	Iron Head	8	10	10			60+	Flip a coin until you get tails. This attack does 20 more damage for each heads.
5061	Iron Head						10×	Flip a coin until you get tails. This attack does 10 damage for each heads.
5062	Iron Lance	8	10	10			90	
5063	Iron Rule-GX	10						During your opponent's next turn, their Pokémon can't attack. (This includes Pokémon that come into play on that turn.) (You can't use more than 1 GX attack in a game.)
5064	Iron Smash	8	8	10	10		50+	Flip 2 coins. If both are heads, this attack does 50 damage plus 20 more damage. If both are tails, this attack does nothing. If 1 is heads and 1 is tails, this attack just does 50 damage.
5065	Iron Tackle	8	8	10			70	Wormadam Trash Cloak does 20 damage to itself.
5066	Iron Tackle	8	8	10	10		80	Bastiodon does 30 damage to itself.
5067	Iron Tackle	8	8	10			130	This Pokémon does 30 damage to itself.
5068	Iron Tackle	8	10	10	10		170	This Pokémon does 50 damage to itself.
5069	Iron Tail	10					30×	Flip a coin until you get tails. This attack does 30 damage times the number of heads.
5070	Iron Tail	8	10				20×	Flip a coin until you get tails. This attack does 20 damage times the number of heads.
5071	Iron Tail	8	8	10	10		100×	Flip a coin until you get tails. This attack does 100 damage times the number of heads.
5072	Iron Tail	8	10	10	10	10	100×	Flip a coin until you get tails. This attack does 100 damage times the number of heads.
5073	Iron Tail	4					20×	Flip a coin until you get tails. This attack does 20 damage for each heads.
5074	Iron Tail	8	10	10	10		100×	Flip a coin until you get tails. This attack does 100 damage for each heads.
5075	Iron Tail	8	10	10	10		100x	Flip a coin until you get tails. This attack does 100 damage for each heads.
5076	Iron Wing	8	8	10			90	Discard a Metal Energy attached to this Pokémon.
5077	Iron Wings	8	10	10			130	You may discard 2 Energy from this Pokémon. If you do, during your opponent's next turn, this Pokémon takes 100 less damage from attacks (after applying Weakness and Resistance).
5078	Irongrip	10					10	
5079	Irongrip	10	10				20	
5080	Irongrip	3	3				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
5081	Irongrip	6					10	
5082	Irongrip	6	10				20	
5083	Item Maniac-GX							Search your deck for up to 6 Item cards, reveal them, and put them into your hand. Then, shuffle your deck. (You can't use more than 1 GX attack in a game.)
5084	Jab	1					10	
5085	Jab	1					20	
5086	Jab	1					30	
5087	Jab	10					10	
5088	Jagged Fang	7	7	10			100	Discard an Energy attached to this Pokémon. Then, discard an Energy attached to your opponent's Active Pokémon.
5089	Jagged Saber	3	10				100	You may attach up to 2 Grass Energy cards from your hand to your Benched Pokémon in any way you like. If you attached Energy to a Pokémon in this way, heal all damage from that Pokémon.
5090	Jaw Bite	8	10				20	During your next turn, if an attack does damage to the Defending Pokémon (after applying Weakness and Resistance), that attack does 20 more damage.
5091	Jaw Clamp	6	6	10			30	Until the end of your opponent's next turn, as long as Croconaw is your Active Pokémon, the Defending Pokémon can't retreat, and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing.
5092	Jaw Lock	6	10	10	10		130	During your opponent's next turn, the Defending Pokémon can't retreat.
5093	Jaw Lock	5	10				50	During your opponent's next turn, the Defending Pokémon can't retreat.
5094	Jellyfish Pod	6	10					Search your deck for any number of Pokémon named Tentacool, Tentacruel, Misty's Tentacool, or Misty's Tentacruel. Show those cards to your opponent, then put them into your hand. Shuffle your deck afterward.
5095	Jellyfish Poison	6	6	10	10			Flip a coin. If heads, the Defending Pokémon is now Poisoned. If tails, the Defending Pokémon is now Confused.
5096	Jellyfish Sting	6	6				10	The Defending Pokémon is now Poisoned.
5097	Jet Assault	5	5				60+	If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 80 more damage.
5098	Jet Blast	10	10	10	10		60+	Does 30 more damage for each Plasma Energy attached to this Pokémon.
5099	Jet Draft	10	10				120	Discard a Special Energy attached to your opponent's Active Pokémon.
5100	Jet Headbutt	10					40	
5101	Jet Headbutt	7	10	10			80	
5102	Jet Headbutt	6	10				70	
5103	Jet Headbutt	10	10				70	
5104	Jet Impact	3	3	10			80+	Flip a coin. If heads, this attack does 20 more damage.
5105	Jet Needle	5	10	10			110	This attack's damage isn't affected by Weakness or Resistance.
5106	Jet Pierce	5	7	10			180	
5107	Jet Pierce	7	5	10			180	
