id_action	id_action_type	name	text
835	2	Smelt	Once during your turn (before your attack), you may move a Metal Energy attached to 1 of your Pokémon to Heatran. This power can't be used if Heatran is affected by a Special Condition.
836	2	Psychic Bind	Once during your turn, when you put Mesprit from your hand onto your Bench, you may use this power. Your opponent can't use any Poké-Powers on his or her Pokémon during your opponent's next turn.
837	2	Regi Move	Once during your turn (before your attack), you may use this power. Discard 2 cards from your hand and choose 1 of your opponent's Active Pokémon that isn't an Evolved Pokémon. Then, your opponent switches that Pokémon with 1 of his or her Benched Pokémon. This power can't be used if Regice is affected by a Special Condition.
838	2	Regi Cycle	Once during your turn (before your attack), if you have a Fighting Energy card in your discard pile, you may discard 2 cards from your hand. Then, attach a Fighting Energy card from your discard pile to Regirock. This power can't be used if Regirock is affected by a Special Condition.
839	2	Regi Heal	Once during your turn (before your attack), you may discard 2 cards from your hand. Then, remove 3 damage counters from Registeel. This power can't be used if Registeel is affected by a Special Condition.
840	2	Resent	Once during your opponent's turn, if Shedinja would be Knocked Out by damage from an attack, you may put 4 damage counters on the Attacking Pokémon and each of your opponent's Pokémon that has the same name as the Attacking Pokémon.
841	2	!	Once during your turn, when you put Unown ! from your hand onto your Bench, you may flip a coin. If heads, put 2 damage counters on 1 of your opponent's Pokémon. If tails, put 2 damage counters on 1 of your Pokémon.
842	2	Set Up	Once during your turn, when you put Uxie from your hand onto your Bench, you may draw cards until you have 7 cards in your hand.
843	2	Energy Reaction	Once during your turn (before your attack), when you attach a Grass or Psychic Energy card from your hand to Vileplume (excluding effects of attacks or Poké-Powers), you may use this power. If you attach a Grass Energy card, the Defending Pokémon is now Asleep. If you attach a Psychic Energy card, the Defending Pokémon is now Poisoned. This power can't be used if Vileplume is affected by a Special Condition.
844	2	Temperament	Once during your turn (before your attack), you may search your deck for any Castform and switch it with Castform. (Any cards attached to Castform, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Castform on top of your deck. Shuffle your deck afterward. You can't use more than 1 Temperament Poké-Power each turn.
845	2	Temperament	Once during your turn (before your attack), you may search your deck for any Castform and switch it with Castform Rain Form. (Any cards attached to Castform Rain Form, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) Shuffle Castform Rain Form back into your deck. You can't use more than 1 Temperament Poké-Power each turn.
846	2	Temperament	Once during your turn (before your attack), you may search your deck for any Castform and switch it with Castform Snow-cloud Form. (Any cards attached to Castform Snow-cloud Form, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) Shuffle Castform Snow-cloud Form back into your deck. You can't use more than 1 Temperament Poké-Power each turn.
847	2	Temperament	Once during your turn (before your attack), you may search your deck for any Castform and switch it with Castform Sunny Form. (Any cards attached to Castform Sunny Form, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) Shuffle Castform Sunny Form back into your deck. You can't use more than 1 Temperament Poké-Power each turn.
848	2	Cast-off Shell	Once during your turn, when you play Ninjask from your hand to evolve 1 of your Pokémon and if your Bench isn't full, you may put Shedinja onto your Bench as a Basic Pokémon from your hand or your discard pile.
849	2	JUNK	Once during your turn, when you put Unown J from your hand onto your Bench, you may flip a coin. If heads, search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.
850	2	RETIRE	Once during your turn, if Unown R is on your Bench, you may discard Unown R and all cards attached to it. (This doesn't count as a Knocked Out Pokémon.) Then, draw a card.
851	2	VACATION	Once during your turn (before your attack), you may remove 2 damage counters from each of your Pokémon. If you do, your turn ends. This power can't be used if Unown V is affected by a Special Condition.
852	2	YAWN	Once during your turn (before your attack), if Unown Y is on your Bench, you may remove 1 damage counter from 1 of your Active Unown and that Unown is now Asleep.
853	2	?	Once during your turn (before your attack), if Unown ? is on your Bench, you may choose a Pokémon in your hand and put it face down. Your opponent guesses a type of that Pokémon. Reveal that card. If your opponent guessed wrong, draw a card. Then, put that card back into your hand.
854	2	Metal Chain	Once during your turn (before your attack), when you attach a Metal Energy card from your hand to Beldum (excluding effects of attacks or Poké-Powers), you may search your deck for Beldum and put it onto your Bench. Shuffle your deck afterward. This power can't be used if Beldum is affected by a Special Condition.
855	2	Baby Evolution	Once during your turn (before your attack), you may put Hitmonlee, Hitmonchan, or Hitmontop from your hand onto Tyrogue (this counts as evolving Tyrogue) and remove all damage counters from Tyrogue.
856	2	Shoot Poison	Once during your turn (before your attack), when you put Gliscor LV.X from your hand onto your Active Gliscor, you may choose 1 of the Defending Pokémon. That Pokémon is now Paralyzed and Poisoned.
857	2	Electric Trans	As often as you like during your turn (before your attack), you may move a Lightning or Metal Energy attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Magnezone is affected by a Special Condition.
858	2	Trade Off	Once during your turn (before your attack), you may look at the top 2 cards of your deck, choose 1 of them, and put it into your hand. Put the other card on the bottom of your deck. This power can't be used if Uxie is affected by a Special Condition. You can't use more than 1 Trade Off Poké-Power each turn.
859	3	Rivalry	If your opponent has any Pokémon LV.X in play, each of Luxray's attacks does 50 more damage to the Active Pokémon (before applying Weakness and Resistance).
860	3	Enthusiasm	If you have Poliwag, Poliwhirl, and Poliwrath in play, each of these Pokémon's attacks does 60 more damage to the Defending Pokémon (before applying Weakness and Resistance).
861	3	Steel Coating	Any damage done to Probopass by your opponent's attacks is reduced by 10 for each Metal Energy attached to Probopass (after applying Weakness and Resistance). You can't reduce more than 20 damage in this way.
862	3	Slow Start	Regigigas can't attack until your opponent has 3 or less Prize cards left.
863	3	Fossil Armor	If Armaldo would be damaged by an attack, prevent that attack's damage done to Armaldo if that damage is 60 or less.
864	3	Attracting Body	If Delcatty is your Active Pokémon and is damaged by an opponent's attack (even if Delcatty is Knocked Out), flip a coin. If heads, the Attacking Pokémon is now Confused.
865	3	Ditto DNA	As long as Ditto is your Active Pokémon, its maximum HP is the same as your opponent's Active Pokémon. Ditto can use the attacks of that Pokémon as its own. (You still need the necessary Energy to use each attack.) If that Pokémon is no longer your opponent's Active Pokémon, choose 1 of your opponent's Active Pokémon for Ditto to copy.
866	3	Iron Shell	Whenever you attach a basic Energy card from your hand to Forretress (excluding effects of attacks), you may flip a coin. If tails, put 2 damage counters on each Pokémon (both yours and your opponent's) (excluding any Forretress).
867	3	Healing Tail	As long as Lopunny is your Active Pokémon, remove 1 damage counter from each of your Benched Pokémon between turns.
868	3	Recover Mechanism	When you attach an Energy card from your hand to Regigigas, remove all Special Conditions from Regigigas.
869	3	White Smoke	As long as Torkoal is your Active Pokémon, prevent all effects, including damage, done to your Benched Pokémon by your opponent's attacks.
870	3	Revenge Fang	If you have less Benched Pokémon than your opponent, each of Houndoom's attacks does 40 more damage to the Active Pokémon (before applying Weakness and Resistance).
871	3	Big Wing	If Swellow has no Energy attached to it, Swellow's Retreat Cost is 0.
872	3	UNSEEN	As long as Unown U is on your Bench, prevent all effects of attacks, including damage, done by your opponent's Pokémon to any Unown on your Bench.
873	3	WALL	As long as Unown W is your Active Pokémon, any damage done to your Pokémon by an opponent's attack is reduced by 10 (after applying Weakness and Resistance).
874	3	Psychic Aura	Each of your Psychic Pokémon has no Weakness.
875	3	Psybarrier	Prevent all effects of attacks, including damage, done to Mewtwo by your opponent's Pokémon that isn't an Evolved Pokémon.
876	3	Spongy Stone	Stone,At any time between turns, remove 1 damage counter from Root Fossil.
877	2	Dig Well	Once during your turn (before your attack), you may look at the top 3 cards of your deck, choose as many Water Energy cards as you like, and attach them to your Pokémon in any way you like. Discard the other cards. This power can't be used if Blastoise is affected by a Special Condition.
878	2	Fire Breath	Once during your turn (before your attack), you may choose 1 of the Defending Pokémon. That Pokémon is now Burned. This power can't be used if Blaziken is affected by a Special Condition.
879	2	Power Circulation	Once during your turn (before your attack), you may search your discard pile for up to 2 basic Energy cards, show them to your opponent, and put them on top of your deck in any order. If you do, put 2 damage counters on Delcatty. This power can't be used if Delcatty is affected by a Special Condition.
880	2	Reverse Time	Once during your turn, when you put Dialga from your hand onto your Bench, you may search your discard pile for up to 3 in any combination of Pokémon (excluding Pokémon LV.X) and basic Energy cards. Show them to your opponent and put them on top of your deck in any order.
881	2	Psychic Connect	As often as you like during your turn (before your attack), you may move a Psychic Energy attached to 1 of your Benched Pokémon to your Active Pokémon. This power can't be used if Gardevoir is affected by a Special Condition.
882	2	Let Loose	Once during your turn, when you put Giratina from your hand onto your Bench, you may use this power. Each player shuffles his or her hand into his or her deck and draws up to 4 cards. (You draw your cards first.)
883	2	Temper Tantrum	Once during your turn (before your attack), you may discard as many cards as you like from your hand. If you do, put that many damage counters on Banette. This power can't be used if Banette is affected by a Special Condition.
884	2	Nurse Call	Once during your turn (before your attack), you may discard a card from your hand. If you do, remove 2 damage counters from 1 of your Pokémon. You can't use more than 1 Nurse Call Poké-Power each turn. This power can't be used if Blissey is affected by a Special Condition.
885	2	Cheerful Voice	Once during your turn (before your attack), you may use this power. If you do, your turn ends. During your next turn, each of Ludicolo's attacks does 60 more damage to the Defending Pokémon (before applying Weakness and Resistance). This power can't be used if Ludicolo is affected by a Special Condition.
886	2	Galactic Switch	Once during your turn (before your attack), you may move an Energy card attached to 1 of your Pokémon SP to another of your Pokémon. Then, put 2 damage counters on Bronzong . This power can't be used if Bronzong is affected by a Special Condition.
887	2	Flash Bite	Once during your turn, when you put Crobat from your hand onto your Bench, you may put 1 damage counter on 1 of your opponent's Pokémon.
888	2	Poison Structure	Once during your turn (before your attack), if you have a Stadium card in play, you may use this power. Each Active Pokémon (both yours and your opponent's) (excluding Pokémon SP) is now Poisoned. This power can't be used if Skuntank is affected by a Special Condition.
889	2	Tri-Poison	Once during your turn (before your attack), you may flip a coin. If heads, choose 1 of the Defending Pokémon. That Pokémon is now Poisoned. Put 3 damage counters instead of 1 on that Pokémon between turns. This power can't be used if Drapion is affected by a Special Condition.
890	2	Lost Cyclone	Once during your turn (before your attack), you may use this power. Any player who has 4 or more Benched Pokémon chooses 3 of his or her Benched Pokémon. Put the other Benched Pokémon and all cards attached to them in the Lost Zone. (You choose your Pokémon first.) This power can't be used if Palkia is affected by a Special Condition.
891	3	Damage Bind	Each Pokémon that has any damage counters on it (both yours and your opponent's) can't use any Poké-Powers.
892	3	Time Aura	As long as Dialga is your Active Pokémon, your opponent can't play any Pokémon from his or her hand to evolve his or her Active Pokémon.
893	3	Electric Barrier	Prevent all damage done to your Benched Pokémon (excluding any Manectric) by attacks.
894	3	Iron Skull	Rampardos's attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
895	3	Lazy Paunch	If Slaking used any attacks during your last turn, Slaking can't attack.
896	3	Metal Trait	As long as Bastiodon has a Pokémon Tool attached to it, remove 1 damage counter from Bastiodon between turns.
897	3	Sinkhole	If your opponent's Active Pokémon retreats, put 2 damage counters on that Pokémon.
898	3	Camouflage Pattern	Prevent all effects of attacks, including damage, done to Dustox by your opponent's Pokémon that is affected by 2 or more Special Conditions.
899	3	Anticipation	Prevent all effects of attacks, excluding damage, done to Toxicroak .
900	3	Cold Feet	If Mightyena is affected by a Special Condition, ignore all Energy necessary to use Mightyena's attacks.
901	3	Sludge Cell	If Muk remains affected by any Special Conditions between turns, remove 2 damage counters from Muk.
902	3	Time Crystal	Each Pokémon (both yours and your opponent's) (excluding Pokémon SP) can't use any Poké-Bodies.
903	3	Invisible Tentacles	Whenever your opponent's Pokémon tries to attack, your opponent discards 1 card from his or her hand. (If your opponent can't discard 1 card, your opponent's Pokémon can't attack.) You can't use more than 1 Invisible Tentacles Poké-Body each turn.
904	3	Thankfulness	Each of your Grass Pokémon (excluding any Shaymin) gets +40 HP. You can't use more than 1 Thankfulness Poké-Body each turn.
905	3	Revenge Seed	If any of your Grass Pokémon were Knocked Out by damage from an opponent's attack during his or her last turn, each of Shaymin's attacks does 60 more damage to the Active Pokémon (before applying Weakness and Resistance).
906	3	Swift Swim	If Lotad has any Water Energy attached to it, Lotad's Retreat Cost is 0.
907	2	Final Wish	Once during your opponent's turn, if Jirachi would be Knocked Out by damage from an attack, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.
908	2	Flutter Wings	Once during your turn (before your attack), you may search your deck for a Grass Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Beedrill is affected by a Special Condition.
909	2	Undevelop	Once during your turn (before your attack), you may devolve Flareon and put Flareon into your hand. This power can't be used if Flareon is affected by a Special Condition.
910	2	Undevelop	Once during your turn (before your attack), you may devolve Jolteon and put Jolteon into your hand. This power can't be used if Jolteon is affected by a Special Condition.
911	2	Undevelop	Once during your turn (before your attack), you may devolve Vaporeon and put Vaporeon into your hand. This power can't be used if Vaporeon is affected by a Special Condition.
912	2	Gather Ice	Once during your turn (before your attack), when you play Walrein from your hand to evolve 1 of your Pokémon, you may attach as many Water Energy cards from your hand to Walrein as you like.
913	2	Aqua Recycle	Once during your turn (before your attack), you may search your discard pile for a Water Energy card, show it to your opponent, and put it into your hand. This power can't be used if Starmie is affected by a Special Condition.
914	2	Gather Sand	Once during your turn (before your attack), if Trapinch is your Active Pokémon, you may search your discard pile for a basic Fighting Energy card and attach it to Trapinch.
915	2	Damage Switch	As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon SP to another of your Pokémon SP. This power can't be used if Alakazam is affected by a Special Condition.
916	2	Blade Storm	Once during your turn (before your attack), when you put Gallade LV.X from your hand onto your Active Gallade , you may put 1 damage counter on each of your opponent's Pokémon.
917	2	Sand Reset	Once during a game on your turn (before your attack), each player shuffles all cards in play (excluding Pokémon and Supporter cards) into his or her deck. You can't use more than 1 Sand Reset Poké-Power each game.
918	2	Intimidating Roar	Once during your turn (before your attack), you may have your opponent switch his or her Active Pokémon with 1 of his or her Benched Pokémon. This power can't be used if Infernape is affected by a Special Condition.
919	2	Bright Look	Once during your turn (before your attack), when you put Luxray LV.X from your hand onto your Active Luxray , you may switch the Defending Pokémon with 1 of your opponent's Benched Pokémon.
920	2	Magical Return	As often as you like during your turn (before your attack), you may return a Pokémon Tool card or Technical Machine card attached to your Pokémon to your hand. This power can't be used if Mismagius is affected by a Special Condition.
921	2	Big Appetite	Once during your turn (before your attack), if Snorlax is your Active Pokémon, you may draw cards until you have 6 cards in your hand. If you do, Snorlax is now Asleep. This power can't be used if Snorlax is affected by a Special Condition.
922	2	Fan Shift	Once during your turn (before your attack), you may use this power. Fan Rotom's type is Colorless until the end of your turn.
923	2	Frost Shift	Once during your turn (before your attack), you may use this power. Frost Rotom's type is Water until the end of your turn.
924	2	Heat Shift	Once during your turn (before your attack), you may use this power. Heat Rotom's type is Fire until the end of your turn.
925	2	Mow Shift	Once during your turn (before your attack), you may use this power. Mow Rotom's type is Grass until the end of your turn.
926	2	Wash Shift	Once during your turn (before your attack), you may use this power. Wash Rotom's type is Water until the end of your turn.
927	3	Flare Condition	As long as Arcanine has any Fire Energy attached to it, Arcanine has no Weakness.
928	3	Eerie Aura	Put 1 damage counter on each of your opponent's Pokémon that remains Asleep between turns.
929	3	Rainbow Float	If any basic Energy card attached to Flygon is the same type as any of your Pokémon, the Retreat Cost for those Pokémon is 0.
930	3	Boundary Aura	Apply Weakness for each Pokémon (both yours and your opponent's) as ×2 instead.
931	3	Unlucky Wind	As long as Shiftry is your Active Pokémon, whenever your opponent flips a coin during his or her turn, treat it as tails.
932	3	Sticky Hold	If Gastrodon East Sea is switched or retreats to your Bench, move as many Energy cards attached to Gastrodon East Sea as you like to the new Active Pokémon.
933	3	Sand Cover	As long as Hippowdon is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon LV.X between turns.
934	3	Icy Aura	As long as Mamoswine is your Active Pokémon, put 1 damage counter on each Active Pokémon (excluding Water Pokémon) (both yours and your opponent's) between turns.
935	3	Territoriality	If your Active Pokémon is damaged by an opponent's attack (even if that Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon. You can't put more than 2 damage counters in this way.
936	3	Maternal Comfort	At any time between turns, remove 1 damage counter from each of your Pokémon. You can't use more than 1 Maternal Comfort Poké-Body between turns.
937	3	Royal Gain	When you attach a Grass Energy card from your hand to Vespiquen , remove 1 damage counter from Vespiquen .
938	3	Frost Wind	As long as Glaceon is your Active Pokémon, any damage done to your Pokémon by your opponent's attacks is reduced by 10 (after applying Weakness and Resistance).
939	3	Sand Armor	If Hippowdon has any Fighting Energy attached to it, any damage done to Hippowdon by attacks is reduced by 10 (after applying Weakness and Resistance).
940	3	Energy Refresh	As long as Leafeon is your Active Pokémon, whenever you attach an Energy card from your hand to 1 of your Pokémon, remove 2 damage counters from that Pokémon.
941	3	Energy Shark	If Sharpedo is your Active Pokémon and is damaged by an opponent's attack (even if Sharpedo is Knocked Out), flip a coin. If heads, discard an Energy card attached to the Attacking Pokémon.
942	3	Exoskeleton	Any damage done to Kakuna by attacks is reduced by 20 (after applying Weakness and Resistance).
943	3	Colorful Body	Kecleon's type is Grass Fire Water Lightning Psychic Fighting Darkness Metal Colorless.
944	3	Submerge	As long as Quagsire is on your Bench, prevent all damage done to Quagsire by attacks (both yours and your opponent's).
945	3	Bad Sleeping Habits	As long as Snorlax is Asleep, your opponent's Active Pokémon can't retreat.
946	3	Overgrow	As long as Turtwig 's remaining HP is 60 or less, each of Turtwig 's attacks does 30 more damage to the Active Pokémon (before applying Weakness and Resistance).
947	3	Camouflage Gas	If Weezing is Confused and is Knocked Out, your opponent can't take a Prize card.
948	3	Water Rescue	Whenever any of your Water Pokémon (excluding any Floatzel ) is Knocked Out by damage from your opponent's attack, you may put that Pokémon and all cards that were attached to it from your discard pile into your hand.
949	3	Wind Erosion	As long as Flygon is your Active Pokémon, discard the top card from your opponent's deck between turns.
950	2	Evolutionary Flame	Once during your turn, when you play Magmortar from your hand to evolve 1 of your Pokémon, you may use this power. Your opponent's Active Pokémon is now Burned and Confused.
951	2	Speed Boost	Once during your turn (before your attack), if Yanmega is your Active Pokémon, you may search your discard pile for a Grass Energy card and attach it to Yanmega. This power can't be used if Yanmega is affected by a Special Condition.
952	2	Echo Draw	Once during your turn (before your attack), you may draw a card. This power can't be used if Dodrio is affected by a Special Condition.
953	2	Darkness Restore	Once during your turn (before your attack), if Honchkrow is your Active Pokémon and your opponent's Bench isn't full, you may use this power. Search your opponent's discard pile for a Basic Pokémon and put it onto his or her Bench. This power can't be used if Honchkrow is affected by a Special Condition.
954	2	Dig Down	Once during your turn (before your attack), you may look at the top 5 cards of your deck. Choose as many Fighting Energy cards as you like, show them to your opponent, and put them into your hand. Put the other cards back on top of your deck. Shuffle your deck afterward. This power can't be used if Sandslash is affected by a Special Condition.
955	2	Sunshine Fate	Once during your turn (before your attack), if you have Lunatone in play, you may look at the top 3 cards of your deck and put them back on top of your deck in any order. This power can't be used if Solrock is affected by a Special Condition.
956	2	Disrupting Spy	Once during your turn, when you put Chatot G from your hand onto your Bench, you may look at the top 4 cards of your opponent's deck. Put them back on top of your opponent's deck in any order.
957	2	Evolutionary Pollen	Once during your turn, when you play Ivysaur from your hand to evolve 1 of your Pokémon, you may use this power. Your opponent's Active Pokémon is now Asleep.
958	2	Plunge	Once during your turn (before your attack), if Marshtomp is on your Bench, you may flip a coin. If heads, move all Energy cards attached to your Active Pokémon to Marshtomp. If you do, switch Marshtomp with that Active Pokémon.
959	2	Darkness Send	Once during your turn (before your attack), when you put Absol G LV.X from your hand onto your Active Absol G, you may flip 3 coins. For each heads, put the top card from your opponent's deck in the Lost Zone.
960	2	Call for Power	As often as you like during your turn (before your attack), you may move an Energy attached to 1 of your Pokémon to Charizard G. This power can't be used if Charizard G is affected by a Special Condition.
961	2	Energy Recycle	Once during your turn (before your attack), you may use this power. If you do, your turn ends. Search your discard pile for up to 3 Energy cards and attach them to your Pokémon in any way you like. This power can't be used if Electivire FB is affected by a Special Condition.
962	2	Healing Breath	Once during your turn (before your attack), when you put Garchomp C LV.X from your hand onto your Active Garchomp C, you may remove all damage counters from each of your Pokémon SP.
963	2	Fast Call	Once during your turn (before your attack), you may search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Staraptor FB is affected by a Special Condition.
964	3	Pump Up	If your opponent has 3 or less Prize cards left, Drifblim FB gets +40 HP.
965	3	Dragon Intimidation	If Garchomp is your Active Pokémon and is damaged by an opponent's attack (even if Garchomp is Knocked Out), choose an Energy card attached to the Attacking Pokémon and put it into your opponent's hand.
966	3	Gravitation	Each Pokémon in play (both yours and your opponent's) gets -20 HP. No more than 20 HP can be reduced by all Gravitation Poké-Bodies.
967	3	Root Protector	Any damage done to Swampert by attacks from your opponent's Pokémon that isn't an Evolved Pokémon is reduced by 20 (after applying Weakness and Resistance).
968	3	Green Aroma	Remove all Special Conditions from each of your Grass Pokémon. Each of your Grass Pokémon can't be affected by any Special Conditions.
969	3	Extreme Speed	Arcanine G's Retreat Cost is Colorless less for each Fire Energy attached to Arcanine G.
970	3	Compound Eyes	If your opponent's Active Pokémon has any Poké-Bodies, each of Butterfree FB's attacks does 30 more damage to the Active Pokémon (before applying Weakness and Resistance).
971	3	Thick Fat	Any damage done to Dewgong by attacks from Fire Pokémon and Water Pokémon is reduced by 30 (after applying Weakness and Resistance).
972	3	Erasing Sound	Each of your Pokémon has no Weakness.
973	3	Marvel Eyes	If you have Solrock in play, prevent all effects of attacks, including damage, done to any of your Lunatone or Solrock by your opponent's Pokémon LV.X.
974	3	Focus Wall	If Mr. Mime would be Knocked Out by damage from an attack that does 70 or more damage (after applying Weakness and Resistance), Mr. Mime is not Knocked Out and its remaining HP becomes 10 instead.
975	3	Natural Cure	When you attach an Energy card from your hand to Roserade C, remove all Special Conditions from Roserade C.
976	3	Marvel Shell	Prevent all effects of attacks, including damage, done to Shedinja by your opponent's Pokémon that has any Poké-Powers or Poké-Bodies.
977	3	Intimidating Pattern	As long as Masquerain is your Active Pokémon, any damage done by an opponent's attack is reduced by 20 (before applying Weakness and Resistance).
978	3	Metallic Lift	If Metang has any Metal Energy attached to it, the Retreat Cost for Metang is 0.
979	3	Burning Spirit	Any damage done by attacks to a Burned Pokémon (both yours and your opponent's) is increased by 40 (after applying Weakness and Resistance). No more than 40 damage can be added by all Burning Spirit Poké-Bodies.
980	3	Dragon Spirit	If Rayquaza C is your Active Pokémon and is damaged but not Knocked Out by an opponent's attack, you may search your discard pile for an Energy card and attach it to Rayquaza C.
981	3	Aqua Mirage	If you have no cards in your hand, prevent all damage done to Milotic by attacks from your opponent's Pokémon.
982	2	Snow Gift	Once during your turn, when you play Froslass from your hand to evolve 1 of your Pokémon, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.
983	2	Top Accelerator	Once during your turn (before your attack), you may reveal the top card of your deck. If that card is a basic Energy card, attach it to 1 of your Pokémon. If that card isn't a basic Energy card, discard it. This power can't be used if Salamence is affected by a Special Condition.
984	2	Unearth	Once during your turn (before your attack), you may search your deck for Helix Fossil, Dome Fossil, or Old Amber, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Aerodactyl is affected by a Special Condition.
985	2	Curse	Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokémon to another of your opponent's Pokémon. This power can't be used if Gengar is affected by a Special Condition.
986	2	Relaxing Shower	Once during your turn (before your attack), you may discard an Energy card from your hand. If you do, remove 1 damage counter from each of your Pokémon. This power can't be used if Lopunny is affected by a Special Condition.
987	2	Dowsing Code	Once during your turn, when you put Porygon-Z from your hand onto your Bench, you may search your discard pile for up to 2 Pokémon Tool cards, show them to your opponent, and shuffle them into your deck.
988	2	Level-Down	Once during your turn (before your attack), you may choose 1 of your opponent's Pokémon LV.X. Remove the Level-Up card from that Pokémon and have your opponent shuffle that card into his or her deck. This power can't be used if Gengar is affected by a Special Condition.
989	2	Double Fall	Once during your turn (before your attack), when you put Salamence LV.X from your hand onto your Active Salamence, you may use this power. For each of your opponent's Pokémon that is Knocked Out by damage from Salamence's attacks this turn, take 1 more Prize card.
990	2	Healing Growth	Once during your turn (before your attack), you may flip a coin. If heads, remove 4 damage counters from 1 of your Pokémon. This power can't be used if Tangrowth is affected by a Special Condition.
991	3	Fire Formation	Each of Charizard's attacks does 10 more damage for each Fire Pokémon on your Bench to your opponent's Active Pokémon (before applying Weakness and Resistance).
992	3	Competitiveness	If you don't have a Supporter card in play, each of Probopass's attacks does 30 more damage to the Active Pokémon (before applying Weakness and Resistance).
993	3	Cloudy Sky	If any of your Grass Pokémon or Fire Pokémon would be damaged by an attack, reduce that damage by 10 (after applying Weakness and Resistance).
994	3	Wild Guard	Prevent all effects of attacks, including damage, done to Rapidash by your opponent's Pokémon SP.
995	3	Green Breath	When you attach a Grass Energy card from your hand to Sceptile, remove 2 damage counters from Sceptile.
996	3	Keystone Seal	As long as Spiritomb is your Active Pokémon, each player can't play any Trainer cards from his or her hand.
997	3	Hidden Poison	If Haunter is your Active Pokémon and is damaged by an opponent's attack (even if Haunter is Knocked Out), the Attacking Pokémon is now Poisoned.
998	3	Cloak Evolution	Burmy Plant Cloak can evolve during the turn you play it.
999	3	Cloak Evolution	Burmy Sandy Cloak can evolve during the turn you play it.
1000	3	Cloak Evolution	Burmy Trash Cloak can evolve during the turn you play it.
1001	3	Multitype	Arceus LV.X's type is the same type as its previous Level.
1002	3	Star Barrier	As long as Bagon has any Energy attached to it, Bagon has no Weakness.
1003	3	Star Barrier	As long as Ponyta has any Energy attached to it, Ponyta has no Weakness.
1004	3	Star Barrier	As long as Shinx has any Energy attached to it, Shinx has no Weakness.
1005	2	Roast Reveal	Once during your turn (before your attack), you may discard a Fire Energy card from your hand. If you do, draw 3 cards. This power can't be used if Ninetales is affected by a Special Condition.
1006	2	Night Sight	Once during your turn (before your attack), you may draw a card. This power can't be used if Noctowl is affected by a Special Condition.
1007	2	Second Sight	Once during your turn (before your attack), you may look at the top 3 cards of either player's deck and put them back on top of that player's deck in any order. This power can't be used if Slowking is affected by a Special Condition.
1008	2	Sleep Pendulum	Once during your turn (before your attack), you may flip a coin. If heads, the Defending Pokémon is now Asleep. This power can't be used if Hypno is affected by a Special Condition.
1009	2	Sunshine Grace	Once during your turn (before your attack), you may search your deck for a Grass Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Sunflora is affected by a Special Condition.
1010	2	RETURN	Once during your turn, when you put Unown from your hand onto your Bench, you may return all Energy attached to 1 of your Pokémon to your hand.
1011	2	FLASH	Once during your turn, when you put Unown from your hand onto your Bench, you may look at the top 5 cards of your deck and put them back on top of your deck in any order.
1012	2	Blissful Nurse	Once during your turn, when you play Blissey from your hand to evolve 1 of your Pokémon, you may remove all damage counters from all of your Pokémon. If you do, discard all Energy attached to those Pokémon that had any damage counters on them.
1013	2	Rain Dance	As often as you like during your turn (before your attack), you may attach a Water Energy card from your hand to 1 of your Water Pokémon. This power can't be used if Feraligatr is affected by a Special Condition.
1014	2	Leaf Trans	As often as you like during your turn (before your attack), you may move a Grass Energy attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Meganium is affected by a Special Condition.
1015	2	Afterburner	Once during your turn (before your attack), you may search your discard pile for a Fire Energy card and attach it to 1 of your Pokémon. If you do, put 1 damage counter on that Pokémon. This power can't be used if Typhlosion is affected by a Special Condition.
1016	2	Ocean Grow	Once during your turn, when you put Lugia LEGEND into play, you may look at the top 5 cards of your deck and attach all Energy cards you find there to Lugia LEGEND. Discard the other cards.
1017	3	Sweet Sleeping Face	As long as Cleffa is Asleep, prevent all damage done to Cleffa by attacks.
1018	3	Sweet Sleeping Face	As long as Pichu is Asleep, prevent all damage done to Pichu by attacks.
1019	3	Sweet Sleeping Face	As long as Tyrogue is Asleep, prevent all damage done to Tyrogue by attacks.
1020	3	Conductivity	Whenever your opponent attaches an Energy card from his or her hand to 1 of his or her Pokémon, put 1 damage counter on that Pokémon.
1021	3	Exoskeleton	Any damage done to Donphan by attacks is reduced by 20 (after applying Weakness and Resistance).
