id_trainer_card	card_name	card_number	card_number_special	id_rarity	id_trainer_type	id_trainer_category	id_set	card_text	id_artist	id_attack	id_action	hp	card_rule_1	ace_spec_rule_1	tool_rule_1	prism_rule_1	holofoil	promo	fixed	shining	secret	series_crossover	id_special_pokemon_type	full_art	gold_art	regular_art	id_special_pokemon
653	Xtransceiver	96		2	790	3	64	Flip a coin. If heads, search your deck for a Supporter card, reveal it, and put it into your hand. Shuffle your deck afterward.	64				38														
654	N	101		3	468	5	64	Each player shuffles his or her hand into his or her deck. Then, each player draws a card for each of his or her remaining Prize cards.	1				39											1			
655	Cilan	86		2	110	5	65	Search your deck for 3 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.	94				39														
656	Exp. Share	87		2	213	3	65	When your Active Pokémon is Knocked Out by damage from an opponent's attack, you may move 1 basic Energy card that was attached to that Pokémon to the Pokémon this card is attached to.	64				38		42												
657	Heavy Ball	88		2	302	3	65	Search your deck for a Pokémon with a Retreat Cost of 3 or more, reveal it, and put it into your hand. Shuffle your deck afterward.	64				38														
658	Level Ball	89		2	369	3	65	Search your deck for a Pokémon with 90 HP or less, reveal it, and put it into your hand. Shuffle your deck afterward.	129				38														
659	Pokémon Center	90		2	520	4	65	Once during each player's turn, that player may heal 20 damage from 1 of his or her Benched Pokémon.	129				32														
660	Skyarrow Bridge	91		2	647	4	65	The Retreat Cost of each Basic Pokémon in play is Colorless less.	64				32														
661	Cheren	91		2	107	5	66	Draw 3 cards.	83				39														
662	Dark Claw	92		2	144	3	66	If this card is attached to a Darkness Pokémon, each of the attacks of that Pokémon does 20 more damage to the Active Pokémon (before applying Weakness and Resistance).	129				38		42												
663	Dark Patch	93		2	145	3	66	Attach a basic Darkness Energy card from your discard pile to 1 of your Benched Darkness Pokémon.	129				38														
664	Enhanced Hammer	94		2	200	3	66	Discard a Special Energy attached to 1 of your opponent's Pokémon.	64				38														
665	Hooligans Jim & Cas	95		2	323	5	66	Flip a coin. If heads, choose 3 random cards from your opponent's hand. Your opponent reveals those cards and shuffles them into his or her deck.	74				39														
666	N	96		2	468	5	66	Each player shuffles his or her hand into his or her deck. Then, each player draws a card for each of his or her remaining Prize cards.	130				39														
667	Old Amber Aerodactyl	97		2	486	3	66	Look at the bottom 7 cards of your deck. You may reveal an Aerodactyl you find there and put it onto your Bench. Shuffle the other cards back into your deck.	64				38														
668	Professor Juniper	98		2	552	5	66	Discard your hand and draw 7 cards.	83				39														
669	Random Receiver	99		2	571	3	66	Reveal cards from the top of your deck until you reveal a Supporter card. Put it into your hand. Shuffle the other cards back into your deck.	129				38														
670	Rare Candy	100		2	572	3	66	Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.) You can't use this card during your first turn or on a Basic Pokémon that was put into play this turn.	64				38														
671	Twist Mountain	101		2	751	4	66	Once during each player's turn, that player may flip a coin. If heads, the player searches his or her deck for a Restored Pokémon and puts it onto his or her Bench.	64				32														
672	Ultra Ball	102		2	754	3	66	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	129				38														
673	Pokémon Catcher	111		3	519	3	66	Switch your opponent's Active Pokémon with 1 of his or her Benched Pokémon.	129				38								1						
674	Devolution Spray	113		2	154	3	67	Devolve 1 of your evolved Pokémon and put the highest Stage Evolution card on it into your hand. (That Pokémon can't evolve this turn.)	64				38														
675	Giant Cape	114		2	270	3	67	The Pokémon this card is attached to gets +20 HP.	64				38														
676	Rescue Scarf	115		2	580	3	67	If the Pokémon this card is attached to is Knocked Out by damage from an attack, put that Pokémon into your hand. (Discard all cards attached to that Pokémon.)	64				38		42												
677	Tool Scrapper	116		2	734	3	67	Choose up to 2 Pokémon Tool cards attached to Pokémon in play (yours or your opponent's) and discard them.	64				38														
678	Exp. Share	18		3	213	9	68	When your Active Pokémon is Knocked Out by damage from an opponent's attack, you may move 1 basic Energy card that was attached to that Pokémon to the Pokémon this card is attached to.	64				38		42		1										
679	First Ticket	19		3	238	3	68	Before you flip a coin to decide who goes first in a game, you may play this card. Don't flip that coin, and you go first. If both players play First Ticket, flip the coin as normal. (You may play only 1 First Ticket before you flip that coin.)	129				38				1										
680	Super Rod	20		3	675	3	68	Shuffle 3 in any combination of Pokémon and basic Energy cards from your discard pile back into your deck.	129				38				1										
681	Aspertia City Gym	127		2	33	4	69	Each Colorless Pokémon in play (both yours and your opponent's) gets +20 HP.	64				32														
682	Energy Search	128		1	196	3	69	Search your deck for a basic Energy card, reveal it, and put it into your hand. Shuffle your deck afterward.	64				38														
683	Great Ball	129		2	285	3	69	Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.	129				38														
684	Hugh	130		2	325	5	69	Each player either draws or discards cards until he or she has 5 cards in his or her hand. (Your opponent does this first.)	94				39														
685	Poké Ball	131		1	507	3	69	Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	128				38														
686	Potion	132		2	539	3	69	Heal 30 damage from 1 of your Pokémon.	123				38														
687	Rocky Helmet	133		2	601	3	69	If the Pokémon this card is attached to is your Active Pokémon and is damaged by an opponent's attack (even if that Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon.	64				38														
688	Skyla	134		2	648	5	69	Search your deck for a Trainer card, reveal it, and put it into your hand. Shuffle your deck afterward.	94				39														
689	Switch	135		1	679	3	69	Switch your Active Pokémon with 1 of your Benched Pokémon.	123				38														
690	Town Map	136		2	736	3	69	Turn all of your Prize cards face up. (Those Prize cards remain face up for the rest of the game.)	136				38														
691	Computer Search	137		3	119	3	69	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Search your deck for a card and put it into your hand. Shuffle your deck afterward.	64				38	45									1				
692	Crystal Edge	138		3	129	3	69	If this card is attached to White Kyurem-EX, each of its attacks does 50 more damage to the Active Pokémon (before applying Weakness and Resistance).	129				38	45									1				
693	Crystal Wall	139		3	131	3	69	If this card is attached to Black Kyurem-EX, its maximum HP is 300.	129				38	45	42								1				
694	Gold Potion	140		3	279	3	69	Heal 90 damage from your Active Pokémon.	64				38	45									1				
695	Bianca	147		3	52	5	69	Draw cards until you have 6 cards in your hand.	130				39											1			
696	Cheren	148		3	107	5	69	Draw 3 cards.	130				39											1			
697	Skyla	149		3	648	5	69	Search your deck for a Trainer card, reveal it, and put it into your hand. Shuffle your deck afterward.	83				39											1			
698	Rocky Helmet	153		3	601	3	69	If the Pokémon this card is attached to is your Active Pokémon and is damaged by an opponent's attack (even if that Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon.	64				38		42						1						
699	Bicycle	117		2	53	3	70	Draw cards until you have 4 cards in your hand.	136				38														
700	Colress	118		2	116	5	70	Shuffle your hand into your deck. Then, draw a number of cards equal to the number of Benched Pokémon (both yours and your opponent's).	94				39														
701	Colress Machine	119		2	117	3	70	Search your deck for a Plasma Energy card and attach it to 1 of your Team Plasma Pokémon. Shuffle your deck afterward.	64				38														
702	Escape Rope	120		2	207	3	70	Each player switches his or her Active Pokémon with 1 of his or her Benched Pokémon. (Your opponent switches first. If a player does not have a Benched Pokémon, he or she doesn't switch Pokémon.)	64				38														
703	Ether	121		2	209	3	70	Reveal the top card of your deck. If that card is a basic Energy card, attach it to 1 of your Pokémon. If it is not a basic Energy card, return it to the top of your deck.	136				38														
704	Eviolite	122		2	211	3	70	If the Pokémon this card is attached to is a Basic Pokémon, any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance).	129				38		42												
705	Hypnotoxic Laser	123		2	329	3	70	Your opponent's Active Pokémon is now Poisoned. Flip a coin. If heads, your opponent's Active Pokémon is also Asleep.	129				38														
706	Plasma Frigate	124		2	501	4	70	Each Pokémon that has any Plasma Energy attached to it (both yours and your opponent's) has no Weakness.	129				32														
707	Team Plasma Grunt	125		2	714	5	70	Discard a Team Plasma card from your hand. (If you can't discard a Team Plasma card, you can't play this card.) Draw 4 cards.	94				39														
708	Virbank City Gym	126		2	767	4	70	Put 2 more damage counters on Poisoned Pokémon (both yours and your opponent's) between turns.	64				32														
709	Dowsing Machine	128		3	164	3	70	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Put a Trainer card from your discard pile into your hand.	64				38	45									1				
710	Scramble Switch	129		3	627	3	70	Switch your Active Pokémon with 1 of your Benched Pokémon. Then, you may move as many Energy attached to the old Active Pokémon to the new Active Pokémon as you like.	129				38	45									1				
711	Victory Piece	130		3	766	3	70	If this card is attached to Victini-EX, Victini-EX can use its attacks regardless of the amount or type of Energy attached to it.	129				38	45	42								1				
712	Colress	135		3	116	5	70	Shuffle your hand into your deck. Then, draw a number of cards equal to the number of Benched Pokémon (both yours and your opponent's).	83				39											1			
713	Random Receiver	138		3	571	3	70	Reveal cards from the top of your deck until you reveal a Supporter card. Put it into your hand. Shuffle the other cards back into your deck.	129				38								1						
714	Float Stone	99		2	241	3	71	The Pokémon this card is attached to has no Retreat Cost.	129				38		42												
715	Frozen City	100		2	256	4	71	Whenever any player attaches an Energy from his or her hand to 1 of his or her Pokémon (excluding Team Plasma Pokémon), put 2 damage counters on that Pokémon.	129				32														
716	Ghetsis	101		3	269	5	71	Your opponent reveals his or her hand and shuffles all Item cards found there into his or her deck. Then, draw a number of cards equal to the number of Item cards your opponent shuffled into his or her deck.	94				39				1										
717	Shadow Triad	102		2	633	5	71	Put a Team Plasma card from your discard pile into your hand.	94				39														
718	Superior Energy Retrieval	103		2	677	3	71	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Put 4 basic Energy cards from your discard pile into your hand. (You can't choose a card you discarded with the effect of this card.)	129				38														
719	Team Plasma Badge	104		2	712	3	71	The Pokémon this card is attached to is a Team Plasma Pokémon.	129				38		42												
720	Team Plasma Ball	105		2	713	3	71	Search your deck for a Team Plasma Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	129				38														
721	Life Dew	107		3	371	3	71	If the Pokémon this card is attached to is Knocked Out, your opponent takes 1 fewer Prize card.	129				38	45	42								1				
722	Rock Guard	108		3	592	3	71	If the Pokémon this card is attached to is your Active Pokémon and is damaged by an opponent's attack (even if that Pokémon is Knocked Out), put 6 damage counters on the Attacking Pokémon.	129				38	45	42								1				
723	Ghetsis	115		3	269	5	71	Your opponent reveals his or her hand and shuffles all Item cards found there into his or her deck. Then, draw a number of cards equal to the number of Item cards your opponent shuffled into his or her deck.	83				39											1			
724	Professor Juniper	116		3	552	5	71	Discard your hand and draw 7 cards.	83				39											1			
725	Max Potion	121		3	416	3	71	Heal all damage from 1 of your Pokémon. Then, discard all Energy attached to that Pokémon.	129				38								1						
726	Ultra Ball	122		3	754	3	71	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	129				38								1						
727	Caitlin	78		2	87	5	72	Put as many cards from your hand as you like on the bottom of your deck in any order. Then, draw a card for each card you put on the bottom of your deck.	94				39														
728	Cover Fossil	79		2	125	3	72	Look at the bottom 7 cards of your deck. You may reveal a Tirtouga you find there and put it onto your Bench. Shuffle the other cards back into your deck.	64				38														
729	Energy Retrieval	80		2	193	3	72	Put 2 basic Energy cards from your discard pile into your hand.	97				38														
730	Iris	81		2	338	5	72	During this turn, your Pokémon's attacks do 10 more damage to the Active Pokémon for each Prize card your opponent has taken (before applying Weakness and Resistance).	94				39														
731	Plume Fossil	82		2	502	3	72	Look at the bottom 7 cards of your deck. You may reveal an Archen you find there and put it onto your Bench. Shuffle the other cards back into your deck.	64				38														
732	Pokémon Catcher	83		2	519	3	72	Switch your opponent's Active Pokémon with 1 of his or her Benched Pokémon.	129				38														
733	Professor Juniper	84		2	552	5	72	Discard your hand and draw 7 cards.	1				39														
734	Rare Candy	85		2	572	3	72	Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.) You can't use this card during your first turn or on a Basic Pokémon that was put into play this turn.	64				38														
735	Reversal Trigger	86		2	586	3	72	When the Team Plasma Pokémon this card is attached to is Knocked Out by damage from an opponent's attack, search your deck for a card and put it into your hand. Shuffle your deck afterward.	129				38		42												
736	Root Fossil Lileep	87		2	604	3	72	Look at the bottom 7 cards of your deck. You may reveal a Lileep you find there and put it onto your Bench. Shuffle the other cards back into your deck.	129				38														
737	Silver Bangle	88		2	641	3	72	The attacks of the Pokémon this card is attached to (excluding Pokémon-EX) do 30 more damage to Active Pokémon-EX (before applying Weakness and Resistance).	129				38		42												
738	Silver Mirror	89		2	642	3	72	Prevent all effects of attacks, including damage, done to the Pokémon this card is attached to (excluding Pokémon-EX) by your opponent's Team Plasma Pokémon.	129				38		42												
739	Ultra Ball	90		2	754	3	72	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	129				38														
740	G Booster	92		3	260	3	72	The Genesect-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.)	129				38	45	42								1				
741	G Scope	93		3	261	3	72	The Genesect-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.)	129				38	45	42								1				
742	Master Ball	94		3	413	3	72	Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	129				38	45									1				
743	Scoop Up Cyclone	95		3	624	3	72	Put 1 of your Pokémon and all cards attached to it into your hand.	129				38	45									1				
744	Iris	101		3	338	5	72	During this turn, your Pokémon's attacks do 10 more damage to the Active Pokémon for each Prize card your opponent has taken (before applying Weakness and Resistance).	5				39											1			
745	Rare Candy	105		3	572	3	72	Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.) You can't use this card during your first turn or on a Basic Pokémon that was put into play this turn.	129				38								1						
746	Bianca	109		2	52	5	73	Draw cards until you have 6 cards in your hand.	130				39														
747	Cedric Juniper	110		2	93	5	73	Put a Pokémon from your hand face down in front of you and tell your opponent its name. Your opponent guesses the height of that Pokémon. Reveal that Pokémon. If your opponent guessed right, he or she draws 3 cards. If your opponent guessed wrong, you draw 3 cards. Return the Pokémon to your hand. (You can't choose a Pokémon that doesn't have the height printed on the card.)	1				39														
748	Crushing Hammer	111		2	127	3	73	Flip a coin. If heads, discard an Energy attached to 1 of your opponent's Pokémon.	129				38														
749	Energy Switch	112		2	198	3	73	Move a basic Energy from 1 of your Pokémon to another of your Pokémon.	97				38														
750	Elesa	20	RC20	1	174	5	74	Search your deck for 3 Pokémon Tool cards, reveal them, and put them into your hand. Shuffle your deck afterward.	94				39														
751	Cassius	115		2	91	5	75	Shuffle 1 of your Pokémon and all cards attached to it into your deck.	74				39														
752	Evosoda	116		2	212	3	75	Search your deck for a card that evolves from 1 of your Pokémon and put it onto that Pokémon. (This counts as evolving that Pokémon.) Shuffle your deck afterward. You can't use this card during your first turn or on a Pokémon that was put into play this turn.	129				38														
753	Fairy Garden	117		2	224	4	75	Each Pokémon that has any Fairy Energy attached to it (both yours and your opponent's) has no Retreat Cost.	64				32														
754	Great Ball	118		2	285	3	75	Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.	136				38														
755	Hard Charm	119		2	294	3	75	Any damage done to the Pokémon this card is attached to by an opponent's attack is reduced by 20 (after applying Weakness and Resistance).	129				38		42												
756	Max Revive	120		2	417	3	75	Put a Pokémon from your discard pile on top of your deck.	129				38														
757	Muscle Band	121		2	459	3	75	The attacks of the Pokémon this card is attached to do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).	129				38		42												
758	Professor Sycamore	122		2	560	5	75	Discard your hand and draw 7 cards.	94				39														
759	Professor's Letter	123		2	561	3	75	Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.	129				38														
760	Red Card	124		2	576	3	75	Your opponent shuffles his or her hand into his or her deck and draws 4 cards.	129				38														
761	Roller Skates	125		2	602	3	75	Flip a coin. If heads, draw 3 cards.	129				38														
762	Shadow Circle	126		2	632	4	75	Each Pokémon that has any Darkness Energy attached to it (both yours and your opponent's) has no Weakness.	64				32														
763	Shauna	127		2	635	5	75	Shuffle your hand into your deck. Then, draw 5 cards.	1				39														
764	Super Potion	128		2	674	3	75	Heal 60 damage from 1 of your Pokémon. If you do, discard an Energy attached to that Pokémon.	129				38														
765	Team Flare Grunt	129		2	694	5	75	Discard an Energy attached to your opponent's Active Pokémon.	94				39														
766	Blacksmith	88		2	61	5	76	Attach 2 Fire Energy cards from your discard pile to 1 of your Fire Pokémon.	74				39														
767	Fiery Torch	89		2	231	3	76	Discard a Fire Energy card from your hand. (If you can't discard a Fire Energy card, you can't play this card.) Draw 2 cards.	136				38														
768	Lysandre	90		2	397	5	76	Switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.	1				39														
769	Magnetic Storm	91		2	402	4	76	Each Pokémon in play has no Resistance.	64				32														
770	Pal Pad	92		2	494	3	76	Shuffle 2 Supporter cards from your discard pile into your deck.	145				38														
771	Pokémon Center Lady	93		2	521	5	76	Heal 60 damage and remove all Special Conditions from 1 of your Pokémon.	132				39														
772	Pokémon Fan Club	94		2	526	5	76	Search your deck for up to 2 Basic Pokémon, reveal them, and put them into your hand. Shuffle your deck afterward.	94				39														
773	Protection Cube	95		2	562	3	76	Prevent all damage done to the Pokémon this card is attached to by attacks it uses.	136				38		42												
774	Sacred Ash	96		2	616	3	76	Shuffle 5 Pokémon from your discard pile into your deck.	145				38														
775	Startling Megaphone	97		2	662	3	76	Discard all Pokémon Tool cards attached to each of your opponent's Pokémon.	136				38														
776	Trick Shovel	98		2	745	3	76	Look at the top card of either player's deck. You may discard that card or return it to the top of the deck.	145				38														
777	Ultra Ball	99		2	754	3	76	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	129				38														
778	Lysandre	104		3	397	5	76	Switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.	1				39								1			1			
779	Pokémon Center Lady	105		3	521	5	76	Heal 60 damage and remove all Special Conditions from 1 of your Pokémon.	130				39								1			1			
780	Pokémon Fan Club	106		3	526	5	76	Search your deck for up to 2 Basic Pokémon, reveal them, and put them into your hand. Shuffle your deck afterward.	147				39								1			1			
781	Battle Reporter	88		2	41	5	77	Draw cards until you have the same number of cards in your hand as your opponent.	103				39														
782	Energy Switch	89		2	198	3	77	Move a basic Energy from 1 of your Pokémon to another of your Pokémon.	129				38														
783	Fighting Stadium	90		2	235	4	77	The attacks of each Fighting Pokémon in play (both yours and your opponent's) do 20 more damage to the Defending Pokémon-EX (before applying Weakness and Resistance).	64				32														
784	Focus Sash	91		2	246	3	77	If the Fighting Pokémon this card is attached to has full HP and would be Knocked Out by damage from an opponent's attack, that Pokémon is not Knocked Out and its remaining HP becomes 10 instead. Then, discard this card.	136				38		42												
785	Fossil Researcher	92		2	253	5	77	Search your deck for up to 2 in any combination of Amaura or Tyrunt and put them onto your Bench. Shuffle your deck afterward.	111				39														
786	Full Heal	93		2	259	3	77	Remove all Special Conditions from your Active Pokémon.	129				38														
787	Jaw Fossil	94		2	344	3	77	Look at the bottom 7 cards of your deck. You may reveal a Tyrunt you find there and put it onto your Bench. Shuffle the other cards back into your deck.	136				38														
788	Korrina	95		2	354	5	77	Search your deck for a Fighting Pokémon and an Item card, reveal them, and put them into your hand. Shuffle your deck afterward.	1				39														
789	Maintenance	96		2	405	3	77	Shuffle 2 cards from your hand into your deck. (If you can't shuffle 2 cards into your deck, you can't play this card.) Then, draw a card.	136				38														
790	Mountain Ring	97		2	451	4	77	Prevent all damage done to Benched Pokémon by attacks (both yours and your opponent's).	64				32														
791	Sail Fossil	98		2	619	3	77	Look at the bottom 7 cards of your deck. You may reveal an Amaura you find there and put it onto your Bench. Shuffle the other cards back into your deck.	136				38														
792	Sparkling Robe	99		2	655	3	77	The Pokémon this card is attached to can't be affected by any Special Conditions. (Remove any Special Conditions affecting that Pokémon.)	136				38		42												
793	Super Scoop Up	100		2	676	3	77	Flip a coin. If heads, put 1 of your Pokémon and all cards attached to it into your hand.	129				38														
794	Tool Retriever	101		2	733	3	77	Choose up to 2 Pokémon Tool cards attached to your Pokémon and put them into your hand.	136				38														
795	Training Center	102		2	739	4	77	Each Stage 1 and Stage 2 Pokémon in play (both yours and your opponent's) gets +30 HP.	64				32														
796	Battle Reporter	109		3	41	5	77	Draw cards until you have the same number of cards in your hand as your opponent.	103				39											1			
797	Fossil Researcher	110		3	253	5	77	Search your deck for up to 2 in any combination of Amaura or Tyrunt and put them onto your Bench. Shuffle your deck afterward.	111				39											1			
798	Korrina	111		3	354	5	77	Search your deck for a Fighting Pokémon and an Item card, reveal them, and put them into your hand. Shuffle your deck afterward.	94				39											1			
799	AZ	91		2	36	5	78	Put 1 of your Pokémon into your hand. (Discard all cards attached to that Pokémon.)	1				39														
800	Battle Compressor Team Flare Gear	92		2	39	3	78	Search your deck for up to 3 cards and discard them. Shuffle your deck afterward.	136				38														
801	Dimension Valley	93		2	158	4	78	Each Psychic Pokémon's attacks (both yours and your opponent's) cost Colorless less.	64				32														
802	Enhanced Hammer	94		2	200	3	78	Discard a Special Energy attached to 1 of your opponent's Pokémon.	64				38														
803	Gengar Spirit Link	95		2	268	3	78	Your turn does not end if the Pokémon this card is attached to becomes M Gengar-EX.	129				38		42												
804	Hand Scope	96		2	293	3	78	Your opponent reveals his or her hand.	136				38														
805	Head Ringer Team Flare Hyper Gear	97		3	296	3	78	The attacks of the Pokémon this card is attached to cost Colorless more. When this card is removed from a Pokémon for any reason, put this card in its owner's discard pile.	129				38		43		1						8	1			
806	Jamming Net Team Flare Hyper Gear	98		3	342	3	78	The attacks of the Pokémon this card is attached to do 20 less damage to all Defending Pokémon (before applying Weakness and Resistance). (Don't apply Weakness and Resistance for Benched Pokémon.) When this card is removed from a Pokémon for any reason, put this card in its owner's discard pile.	129				38		43		1						8	1			
807	Lysandre's Trump Card	99		2	400	5	78	Each player shuffles all cards in his or her discard pile into his or her deck (except for Lysandre's Trump Card).	144				39														
808	Manectric Spirit Link	100		2	407	3	78	Your turn does not end if the Pokémon this card is attached to becomes M Manectric-EX.	136				38		42												
809	Professor Sycamore	101		2	560	5	78	Discard your hand and draw 7 cards.	94				39														
810	Robo Substitute Team Flare Gear	102		2	591	3	78	Play this card as if it were a 30 HP Colorless Basic Pokémon. At any time during your turn (before your attack), you may discard this card from play. This card can't retreat. If this card is Knocked Out, your opponent can't take any Prize cards for it.	136				38										7	1			
811	Roller Skates	103		2	602	3	78	Flip a coin. If heads, draw 3 cards.	129				38														
812	Shauna	104		2	635	5	78	Shuffle your hand into your deck. Then, draw 5 cards.	1				39														
813	Steel Shelter	105		2	663	4	78	Each Metal Pokémon (both yours and your opponent's) can't be affected by any Special Conditions. (Remove any Special Conditions affecting those Pokémon.)	64				32														
814	Target Whistle Team Flare Gear	106		2	682	3	78	Put a Basic Pokémon from your opponent's discard pile onto his or her Bench.	136				38										7	1			
815	Tierno	107		2	729	5	78	Draw 3 cards.	1				39														
816	Trick Coin	108		2	744	3	78	Once during your turn, after you flip any coins for an attack of the Pokémon this card is attached to, you may ignore all effects of those coin flips and begin flipping those coins again. (You may only use effects that let you flip coins again, including effects from other cards, once during your turn.)	136				38		42												
817	VS Seeker	109		2	772	3	78	Put a Supporter card from your discard pile into your hand.	129				38														
818	Xerosic	110		2	789	5	78	Choose a Pokémon Tool or Special Energy card attached to a Pokémon in play (yours or your opponent's) and discard it.	94				39														
819	AZ	117		3	36	5	78	Put 1 of your Pokémon into your hand. (Discard all cards attached to that Pokémon.)	111				39											1			
820	Lysandre's Trump Card	118		3	400	5	78	Each player shuffles all cards in his or her discard pile into his or her deck (except for Lysandre's Trump Card).	144				39											1			
821	Xerosic	119		3	789	5	78	Choose a Pokémon Tool or Special Energy card attached to a Pokémon in play (yours or your opponent's) and discard it.	74				39											1			
822	Acro Bike	122		2	4	3	79	Look at the top 2 cards of your deck and put 1 of them into your hand. Discard the other card.	136				38														
823	Aggron Spirit Link	123		2	9	3	79	Your turn does not end if the Pokémon this card is attached to becomes M Aggron-EX.	129				38		42												
824	Archie's Ace in the Hole	124		2	30	5	79	You can play this card only when it is the last card in your hand. Put a Water Pokémon from your discard pile onto your Bench. Then, draw 5 cards.	94				39														
825	Dive Ball	125		2	159	3	79	Search your deck for a Water Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.	136				38														
826	Energy Retrieval	126		2	193	3	79	Put 2 basic Energy cards from your discard pile into your hand.	129				38														
827	Escape Rope	127		2	207	3	79	Each player switches his or her Active Pokémon with 1 of his or her Benched Pokémon. (Your opponent switches first. If a player does not have a Benched Pokémon, he or she doesn't switch Pokémon.)	136				38														
828	Exp. Share	128		2	213	3	79	When your Active Pokémon is Knocked Out by damage from an opponent's attack, you may move 1 basic Energy card that was attached to that Pokémon to the Pokémon this card is attached to.	136				38		42												
829	Fresh Water Set	129		2	254	3	79	Heal 20 damage from each of your Pokémon.	136				38														
830	Gardevoir Spirit Link	130		2	267	3	79	Your turn does not end if the Pokémon this card is attached to becomes M Gardevoir-EX.	129				38		42												
831	Groudon Spirit Link	131		2	287	3	79	Your turn does not end if the Pokémon this card is attached to becomes Primal Groudon-EX.	129				38		42												
832	Kyogre Spirit Link	132		2	355	3	79	Your turn does not end if the Pokémon this card is attached to becomes Primal Kyogre-EX.	129				38		42												
833	Maxie's Hidden Ball Trick	133		2	419	5	79	You can play this card only when it is the last card in your hand. Put a Fighting Pokémon from your discard pile onto your Bench. Then, draw 5 cards.	1				39														
834	Professor Birch's Observations	134		2	547	5	79	Shuffle your hand into your deck and flip a coin. If heads, draw 7 cards. If tails, draw 4 cards.	94				39														
835	Rare Candy	135		2	572	3	79	Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.) You can't use this card during your first turn or on a Basic Pokémon that was put into play this turn.	136				38														
836	Repeat Ball	136		2	578	3	79	Search your deck for a Pokémon with the same name as 1 of your Pokémon in play, reveal it, and put it into your hand. Shuffle your deck afterward.	136				38														
837	Rough Seas	137		2	608	4	79	Once during each player's turn, that player may heal 30 damage from each of his or her Water Pokémon and Lightning Pokémon.	64				32														
838	Scorched Earth	138		2	625	4	79	Once during each player's turn, that player may discard a Fire or Fighting Energy card from his or her hand. If that player does so, he or she draws 2 cards.	64				32														
839	Shrine of Memories	139		2	636	4	79	Each player's evolved Pokémon can use any attack from its previous Evolutions. (That player still needs the necessary Energy to use each attack.)	64				32														
840	Silent Lab	140		2	640	4	79	Each Basic Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities.	64				32														
841	Teammates	141		2	719	5	79	You can play this card only if 1 of your Pokémon was Knocked Out during your opponent's last turn. Search your deck for up to 2 cards and put them into your hand. Shuffle your deck afterward.	130				39														
842	Weakness Policy	142		2	780	3	79	The Pokémon this card is attached to has no Weakness.	123				38		42												
843	Archie's Ace in the Hole	157		3	30	5	79	You can play this card only when it is the last card in your hand. Put a Water Pokémon from your discard pile onto your Bench. Then, draw 5 cards.	144				39											1			
844	Maxie's Hidden Ball Trick	158		3	419	5	79	You can play this card only when it is the last card in your hand. Put a Fighting Pokémon from your discard pile onto your Bench. Then, draw 5 cards.	144				39											1			
845	Professor Birch's Observations	159		3	547	5	79	Shuffle your hand into your deck and flip a coin. If heads, draw 7 cards. If tails, draw 4 cards.	144				39											1			
